Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-033212,2015-07,06/15/2015 10:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5854,SELBER CT,50,HILLVILLA APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5854,SELBER,885088.8,1037930
15-036582,2015-07,06/15/2015 12:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5227,LOUGHBOROUGH AVE,6, , ,5227,LOUGHBOROUGH,880674.6,997298.5
15-033646,2015-07,06/15/2015 18:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,300,CHESTNUT ST,35, , ,300,CHESTNUT,909582.9,1016768
15-033904,2015-07,06/15/2015 18:55,Y, , ,1, , 51330,5,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,4955,PERSHING PL,38, , ,4955,PERSHING,887842.9,1024481
15-029503,2015-07,06/15/2015 22:30,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,2817,GAMBLE ST,59, , ,2817,GAMBLE,901168.1,1022547
15-033215,2015-07,06/15/2015 23:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,947,GOODFELLOW BLVD,48,WESTEND APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,947,GOODFELLOW,881354,1029239
15-033409,2015-07,06/16/2015 00:01,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3251,TEXAS AVE,30, ,1ST FLOOR,3251,TEXAS,898374,1005818
15-038261,2015-07,06/16/2015 08:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,4930,MANCHESTER AVE,12,AMAZING TRAILERS INC., ,4930,MANCHESTER,887069.3,1016746
15-034014,2015-07,06/16/2015 11:35,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3653,S COMPTON AVE,19, , ,3653,COMPTON,895044.6,1003615
15-035806,2015-07,06/16/2015 12:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3251,TEXAS AVE,30, , ,3251,TEXAS,898374,1005818
15-037718,2015-07,06/16/2015 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,1235,LYNFIELD PL,74, , ,1235,LYNFIELD,895522.8,1048330
15-029972,2015-07,06/16/2015 13:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2632,LAFAYETTE AVE,31, ,UNDER CONSTRUCTION,2632,LAFAYETTE,899520.9,1012772
15-034037,2015-07,06/16/2015 14:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",1312,TEMPLE PL,78, , ,1312,TEMPLE,883011.1,1031316
15-029609,2015-07,06/16/2015 14:30,Y, , ,1, ,182260,3,DRUGS-POSSESSION/METHAMPHETAMINE,2239,ALBERTA ST,18, , ,2239,ALBERTA,898357.6,1001447
15-032674,2015-07,06/16/2015 17:00,Y, , ,1, , 66701,3,LARCENY-BICYCLES UNDER $500,3404,MINNESOTA AVE,19, , ,3404,MINNESOTA,896140.9,1005499
15-029717,2015-07,06/16/2015 19:15, , , ,-1, , 21000,6,RAPE -- FORCIBLE,4100,LABADIE,56, , , , ,0,0
15-029676,2015-07,06/16/2015 19:40,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,250,DE BALIVIERE AVE,47,METRO LINK PLATFORM,FOREST PARK METRO LINK PLATFORM,250,DE BALIVIERE,881576.8,1024883
15-033213,2015-07,06/16/2015 20:01,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2505,HODIAMONT AVE,50,ST LOUIS HOUSING AUTHORITY,NUISANCE ABATEMENT PROPERTY,2505,HODIAMONT,882087.8,1035986
15-033401,2015-07,06/17/2015 08:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5820,PERSHING AVE,46, , ,5820,PERSHING,879908.4,1025137
15-029888,2015-07,06/17/2015 19:33,Y, , ,1, , 35111,4,ROBBERY-GAS STA/FIREARM USED/SUCCESSFUL,35,S GRAND BLVD,37, ,@SHELL,35,GRAND,896073.6,1019677
15-035198,2015-07,06/17/2015 20:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3811,BLAINE AVE,29,TIFFANY COMMUNITY ASSOCIATION, ,3811,BLAINE,893969.3,1014462
15-029913,2015-07,06/17/2015 21:52,Y, , ,1, , 91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,6124,N BROADWAY,79,LOVES,GAS STATION,6124,BROADWAY,900558.8,1038456
15-029913,2015-07,06/17/2015 21:52,Y, , ,1, , 91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,6124,N BROADWAY,79,LOVES,GAS STATION,6124,BROADWAY,900558.8,1038456
15-029926,2015-07,06/17/2015 22:45,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1822,SWITZER AVE,73, , ,1822,SWITZER,891308.3,1049904
15-032452,2015-07,06/18/2015 12:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2250,JULES ST,23, , ,2250,JULES,900611.3,1010189
15-038279,2015-07,06/18/2015 16:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3439,DUNNICA AVE,16, , ,3439,DUNNICA,893898,1002819
15-030052,2015-07,06/18/2015 16:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5149,RIDGE AVE,51, , ,5149,RIDGE,886658.2,1030378
15-037889,2015-07,06/19/1996 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4246,DE SOTO AVE,67, , ,4246,DE SOTO,900932.9,1032769
15-037659,2015-07,06/19/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-035993,2015-07,06/19/2015 00:01,Y, , ,1, , 43026,1,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,0,S GRAND BLVD / OSCEOLA ST,16, , , , ,892907.1,999679.2
15-033956,2015-07,06/19/2015 04:03,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,741,BAYARD AVE,53, , ,741,BAYARD,888965.3,1026517
15-030417,2015-07,06/19/2015 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2224,HOWARD ST,60, , ,2224,HOWARD,903504.2,1024134
15-033211,2015-07,06/19/2015 16:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,828,GUSTAV AVE,74, ,NUISANCE ABATEMENT PROPERTY,828,GUSTAV,897352.9,1052551
15-030422,2015-07,06/19/2015 19:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2200,DOLMAN ST,21, , ,1300,ANN,902430.2,1010031
15-034114,2015-07,06/19/2015 21:04,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4431,ITASKA ST,5, , ,4431,ITASKA,885858.4,1001710
15-034966,2015-07,06/20/2015 00:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3165,OHIO AVE,30, , ,919,JEFFERSON,898182.7,1006665
15-033752,2015-07,06/20/2015 00:01,Y, , ,1, , 41016,1,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3660,MONTANA ST,16, , ,3660,MONTANA,892539.7,1001323
15-034455,2015-07,06/20/2015 00:01,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3907,IOWA AVE,16, , ,2907,CRITTENDEN,897076.2,1001792
15-036698,2015-07,06/20/2015 00:01,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4334,LEXINGTON AVE,56, , ,4334,LEXINGTON,895350.3,1032229
15-034719,2015-07,06/20/2015 00:15,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4505,ALASKA AVE,16, , ,4505,ALASKA,893428.7,998707.7
15-030799,2015-07,06/20/2015 00:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,61, , , , ,0,0
15-030420,2015-07,06/20/2015 02:16,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",7147,MANCHESTER AVE,43,CUSUMANO S PIZZA,RESTAURANT,4140,WASHINGTON,873912.8,1013083
15-030416,2015-07,06/20/2015 05:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5500,GILMORE AVE,72, , ,5500,ORIOLE,0,0
15-034768,2015-07,06/20/2015 07:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,6009,HARNEY AVE,76, , ,6009,HARNEY,890579.2,1046210
15-030419,2015-07,06/20/2015 09:00, , , ,-1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,29,LENOX,38, , ,29,LENOX,0,0
15-035959,2015-07,06/20/2015 10:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2620,ALHAMBRA CT,25, ,STREET,2620,ALHAMBRA,894564.9,1010064
15-032665,2015-07,06/20/2015 12:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3915,OLEATHA AVE,15, , ,3915,OLEATHA,891046,1005192
15-030453,2015-07,06/20/2015 18:22,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,941,HAMILTON AVE,48, , ,941,HAMILTON,880170.9,1029406
15-036296,2015-07,06/20/2015 23:03,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4340,DELOR ST,5, , ,4340,DELOR,886337.5,1000741
15-030496,2015-07,06/21/2015 01:09,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2636,CHEROKEE ST,19, ,REAR ALLEY, , ,898167.9,1004967
15-030504,2015-07,06/21/2015 02:21, , , ,-1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,919,JEFFERSON,59, ,CENTRAL PATROL DIVISION,919,JEFFERSON,0,0
15-030812,2015-07,06/21/2015 08:00,Y, , ,1, ,263422,4,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,3751,CASS AVE,59,BUTLER AUTO SALES,ALIAS 3751 DR MARTIN L KING,3751,CASS,897535.9,1025610
15-030596,2015-07,06/21/2015 09:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4450,GARFIELD AVE,57, , ,4450,GARFIELD,892801.6,1029130
15-033209,2015-07,06/21/2015 13:45,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4544,N KINGSHIGHWAY BLVD,71,PENROSE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,4544,KINGSHIGHWAY,893139.7,1038926
15-033214,2015-07,06/21/2015 15:40,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1404,GRANVILLE PL,78, ,NUISANCE ABATEMENT PROPERTY,1404,GRANVILLE,884507.3,1031509
15-030654,2015-07,06/21/2015 20:10,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3944,LOUISIANA AVE,16, , ,3944,LOUISIANA,894262.3,1001854
15-037528,2015-07,06/21/2015 20:15,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4490,WEST PINE BLVD,38, , ,4490,WEST PINE,889270.1,1022184
15-033216,2015-07,06/21/2015 22:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5622,ENRIGHT AVE,48,ST LUKES  APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5622,ENRIGHT,882262.8,1027291
15-033224,2015-07,06/22/2015 03:05,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5003,GOODFELLOW BLVD,76,PHILLIP 66GAS STATION,NUISANCE ABATEMENT PROPERTY,5003,GOODFELLOW,887701.6,1044511
15-030700,2015-07,06/22/2015 06:15,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4959,SUNSHINE DR,6, , ,4959,SUNSHINE,880012.9,995876.8
15-034071,2015-07,06/22/2015 08:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",6100,MINNESOTA AVE,1, , ,1641,KINGSHIGHWAY,892495,992580.4
15-032640,2015-07,06/22/2015 08:56,Y, , ,1, ,101000,2,FORGERY,3201,JASPER PARK,14, , ,3201,JASPER,881674.3,1008825
15-033221,2015-07,06/22/2015 10:54,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,807,CLARA AVE,48, ,NUISANCE ABATEMENT PROPERTY,807,CLARA,882459.9,1027940
15-033222,2015-07,06/22/2015 12:13,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,807,CLARA AVE,48, ,NUISANCE ABATEMENT PROPERTY,807,CLARA,882459.9,1027940
15-030872,2015-07,06/22/2015 16:00, , , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2010,RUSSELL,23, , ,2010,RUSSELL,0,0
15-030872,2015-07,06/22/2015 16:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2010,RUSSELL,23, , ,2010,RUSSELL,0,0
15-033223,2015-07,06/22/2015 22:29,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5590,W FLORISSANT AVE,72, ,NUISANCE ABATEMENT PROPERTYW,5590,FLORISSANT,893144.3,1044000
15-030946,2015-07,06/22/2015 23:30,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4723,CARTER AVE,69, , ,4723,CARTER,894858.1,1037041
15-032626,2015-07,06/23/2015 00:05,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",5435,PARTRIDGE AVE,72, ,@ENGINE CO 27,5435,PARTRIDGE,891061,1045301
15-031253,2015-07,06/23/2015 00:36,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,0,DE BALIVIERE AVE / PERSHING AV,47, ,ALIAS DEBALIVIERE/PERSHING AVE CITY, , ,881596.2,1025069
15-030930,2015-07,06/23/2015 08:00,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1400,N GRAND BLVD,59, , ,1400,GRAND,898337.4,1024456
15-035312,2015-07,06/23/2015 08:11,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5414,S. KINGSHIGHWAY,6, ,NUISANCE PROPERTY,5414,S. KINGSHIGHWAY,0,0
15-038091,2015-07,06/23/2015 11:56,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4623,TENNESSEE AVE,16, , ,4623,TENNESSEE,892490.2,998596.8
15-035390,2015-07,06/23/2015 13:55,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4118,MINNESOTA AVE,16, , ,4118,MINNESOTA,895410.3,1000627
15-037753,2015-07,06/23/2015 14:23,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1010,BATES ST,1, , ,1010,BATES,890807.9,995593.4
15-031003,2015-07,06/23/2015 16:30,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4546,PAGE BLVD,54, , ,4546,PAGE,891205.9,1027814
15-035375,2015-07,06/23/2015 16:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
15-033837,2015-07,06/23/2015 17:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6901,MANCHESTER AVE,43, , ,6901,MANCHESTER,875318.3,1013677
15-031031,2015-07,06/23/2015 19:25,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3000,DR MARTIN LUTHER KING DR,59, , , , ,900207.5,1022490
15-031055,2015-07,06/23/2015 20:15,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2520,CLARA AVE,50, , ,2520,CLARA,885215.9,1034391
15-033217,2015-07,06/23/2015 20:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5602,ENRIGHT AVE,48,ST LUKES APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5602,ENRIGHT,882501.4,1027390
15-033225,2015-07,06/23/2015 20:55,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5900,SHERRY AVE,76, , ,5900,SHERRY,889516.9,1044082
15-031610,2015-07,06/23/2015 22:00,Y, , ,1, , 42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,4114,OSCEOLA ST,5, ,@SPD,3157,SUBLETTE,888405.4,1002497
15-035085,2015-07,06/24/2015 00:00,Y, , ,1, ,115400,0,STLG BY DECEIT/IDENTITY THEFT REPORT,0,UNKNOWN,0, , ,1915,OLIVE,0,0
15-031580,2015-07,06/24/2015 00:01,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3665,S GRAND BLVD,15, , ,3665,GRAND,893419.6,1004142
15-036979,2015-07,06/24/2015 10:00,Y, , ,1, ,242000,3,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,2725,S JEFFERSON AVE,30, , ,2725,JEFFERSON,899155.4,1008706
15-033890,2015-07,06/24/2015 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4033,GREER AVE,56, , ,4033,GREER,897688.6,1029900
15-033422,2015-07,06/24/2015 15:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6216,MINNESOTA AVE,1, , ,6216,MINNESOTA,892158.6,992227.4
15-031201,2015-07,06/24/2015 15:15,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3637,WISCONSIN AVE,18, , ,3637,WISCONSIN,899596.4,1003101
15-033094,2015-07,06/24/2015 16:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5138,DRESDEN AVE,5, , ,5138,DRESDEN,884715.4,1000392
15-031304,2015-07,06/24/2015 17:15,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4242,LINDELL BLVD,38, , ,4242,LINDELL,891604.5,1022112
15-031252,2015-07,06/24/2015 19:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,2702,DAYTON ST,59, , ,2702,DAYTON,901789.9,1022693
15-031262,2015-07,06/24/2015 21:25,Y, , ,1, , 32112,6,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,5911,LAURA AVE,76, , ,5911,LAURA,889151.1,1044031
15-031265,2015-07,06/24/2015 23:15,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3919,MICHIGAN AVE,16, , ,3919,MICHIGAN,895099.5,1001984
15-031357,2015-07,06/25/2015 00:38,Y, , ,1, , 43015,3,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,2847,OSAGE ST,16, ,UPSTAIRS,2847,OSAGE,896226,1001448
15-031293,2015-07,06/25/2015 05:22,Y, , ,1, , 52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3601,S BROADWAY,18, , , , ,900549.7,1003740
15-031437,2015-07,06/25/2015 06:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2200,DELMAR BLVD,36, , ,2200,DELMAR,902872.3,1020543
15-032644,2015-07,06/25/2015 06:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,20,N GRAND BLVD,37, ,PARKING GARAGE,20,GRAND,896304.5,1020042
15-031412,2015-07,06/25/2015 08:15,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1715,OREGON PL,31, , ,1715,OREGON,898187.1,1012880
15-034043,2015-07,06/25/2015 10:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5271,ROBIN AVE,72, , ,5271,ROBIN,891202.5,1044144
15-031320,2015-07,06/25/2015 10:03,Y, , ,1, ,263422,1,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,5603,VIRGINIA AVE,1, , ,5603,VIRGINIA,892665.6,994516.9
15-032709,2015-07,06/25/2015 11:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3923,FAIRVIEW AVE,15, , ,3923,FAIRVIEW,891170.6,1005784
15-032495,2015-07,06/25/2015 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4972,HIGHLAND AVE,55, , ,4972,HIGHLAND,889408.7,1032056
15-032689,2015-07,06/25/2015 12:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,8509,S BROADWAY,2, , ,6725,BROADWAY,887206.9,985906.5
15-038131,2015-07,06/25/2015 14:28,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,625,BATES ST,1, ,625-627 BATES STREET- 4-FAMILY FLAT,625,BATES,892048.4,994986.1
15-031381,2015-07,06/25/2015 14:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / I 44 WESTBOUND,34, , , , ,903771.5,1011454
15-031391,2015-07,06/25/2015 15:25,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,200,S TUCKER BLVD,35, ,@CJC,200,TUCKER,906343.9,1016785
15-035309,2015-07,06/25/2015 16:30,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,60,HAMPTON VILLAGE PLZ,7, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
15-034268,2015-07,06/25/2015 17:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4052,NEBRASKA AVE,16, , ,4052,NEBRASKA,896101.9,1000806
15-033030,2015-07,06/25/2015 21:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4440,ARCO AVE,39, ,GARAGE,4440,ARCO,888740.1,1017668
15-031450,2015-07,06/25/2015 21:20,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1149,VERONICA AVE,74, , ,1149,VERONICA,895137.6,1050563
15-031471,2015-07,06/26/2015 01:19,Y, , ,1, ,211000,5,DUI-DRVING WHILE INTOXICATED,4049,LINDELL BLVD,38, ,@QDOBA - LINDELL,4049,LINDELL,893204.4,1022029
15-032639,2015-07,06/26/2015 08:07,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5220,WINONA AVE,7, , ,5220,WINONA,883010.4,1003998
15-032699,2015-07,06/26/2015 09:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3880,S UTAH PL,15, , ,3880,UTAH,891690.1,1006488
15-031510,2015-07,06/26/2015 09:40,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,8508,PARK LN,73, , ,8508,PARK,892127.3,1048919
15-032904,2015-07,06/26/2015 11:09,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,932,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - LOWE S,932,LOUGHBOROUGH,888524.2,991611.8
15-031704,2015-07,06/26/2015 11:30, , , ,-1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4550, ,5, , ,4550,VARRELMANN,0,0
15-032482,2015-07,06/26/2015 12:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3337,OAK HILL AVE,15, , ,3337,OAK HILL,889830.9,1006456
15-031563,2015-07,06/26/2015 12:15,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,4229,TENNESSEE AVE,36, , ,4229,TENNESSEE,906177.4,1016672
15-033981,2015-07,06/26/2015 13:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4682,LABADIE AVE,56, , ,4682,LABADIE,892307.4,1032232
15-031578,2015-07,06/26/2015 14:30,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5300,DELMAR BLVD,38, ,1ST FLOOR,5300,DELMAR,0,0
15-031614,2015-07,06/26/2015 15:00,Y, , ,1, ,171300,1,SEX OFFNS-STATUATORY RAPE/SECOND,7900,BANDERO DR,1, ,SOUTHWEST CROSSING APARTMENTS,7900,BANDERO,0,0
15-035741,2015-07,06/26/2015 15:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3888,S UTAH PL,15, ,DETACHED GARAGE,3888,UTAH,891621.5,1006497
15-032999,2015-07,06/26/2015 16:00,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,1212,CHOUTEAU AVE,33, , ,1212,CHOUTEAU,905476.6,1014366
15-033668,2015-07,06/26/2015 18:00,Y, , ,1, , 66601,4,"LARCENY-BICYCLES $500 - $24,999",3720,LACLEDE AVE,37,UNIVERSITY HIEGHTS LOFTS, ,3720,LACLEDE,894906.8,1020188
15-032737,2015-07,06/26/2015 20:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5025,COTE BRILLIANTE AVE,52,DESMOND HOUSE, , , ,888576.9,1031475
15-031615,2015-07,06/26/2015 20:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1108,REDD FOXX LN,77, , ,1108,REDD FOXX,896893.5,1023901
15-031646,2015-07,06/27/2015 00:30,Y, , ,1, ,211000,3,DUI-DRVING WHILE INTOXICATED,1549,S JEFFERSON AVE,31, , ,1549,JEFFERSON,899869,1013585
15-031655,2015-07,06/27/2015 01:17,Y, , ,1, ,211000,3,DUI-DRVING WHILE INTOXICATED,1549,S JEFFERSON AVE,31, , ,1549,JEFFERSON,899869,1013585
15-031710,2015-07,06/27/2015 05:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,4300,MINNESOTA AVE,17, , , , ,0,0
